relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TeRP	0.9989	The pt had an EEG and 2 head CT 's which did not show anoxic brain injury or bleeding .	an eeg	[TEST]	11_17	anoxic brain injury	[PROBLEM]	54_73
TeCP	0.9905	Mr. Eugene is a 67 year old male with a remote history of chronic pancreatitis due to alcohol abuse 30 years ago , who is transferred now from Rehab Hospital of the Cape & Islands Hospital for an ERCP and work-up for a cystic lesion at the head of his pancreas on CT scan shown at the outside hospital .	an ercp	[TEST]	193_200	a cystic lesion	[PROBLEM]	217_232
PIP	0.9997	Here , had T wave flattening laterally and inferiorly with pain that resolved pain free , but not clear that lead placement is the same .	t wave flattening laterally and inferiorly	[PROBLEM]	11_53	pain	[PROBLEM]	59_63
TrAP	0.9986	Given this finding it was felt that the patient would certainly need long term intravenous antibiotics to include at least six weeks of Vancomycin and then subsequent Levofloxacin for the Citrobacter and Mycoplasma as well .	long term intravenous antibiotics	[TREATMENT]	69_102	mycoplasma	[PROBLEM]	204_214
TeRP	0.9989	The patient &apos;s admitting chest x-ray showed an elevated left hemidiaphragm consistent with atelectasis versus splinting on that side .	the patient &apos;s admitting chest x-ray	[TEST]	0_41	splinting on that side	[PROBLEM]	115_137
TrAP	0.9993	The exam is remarkable for a mild leftsided face , arm and leg weakness and sensory deficit that should further improve with physical therapy and occupational therapy help .	physical therapy	[TREATMENT]	125_141	sensory deficit	[PROBLEM]	76_91
PIP	0.9997	There was an initial murmur on admission likely secondary to severe anemia which has since resolved .	severe anemia	[PROBLEM]	61_74	an initial murmur	[PROBLEM]	10_27
TrAP	0.9992	Right saphenous vein graft site with Steri-strips , open to air , clean and dry .	steri-strips	[TREATMENT]	37_49	right saphenous vein graft site	[PROBLEM]	0_31
TrAP	0.9990	He states that he takes ASA daily and takes motrin 800 mg tid sometimes for pain , last use 2 wks PTA .	motrin	[TREATMENT]	44_50	pain	[PROBLEM]	76_80
TeRP	0.9989	EKG showed sinus tachycardia , borderline left axis , normal intervals , LVH , left atrial enlargement , no Q waves , no P-R depressions , no ST segment elevations or depression .	ekg	[TEST]	0_3	sinus tachycardia	[PROBLEM]	11_28
TrAP	0.9978	Leona Wheeler had continued episodes of atrial fibrillation which were treated with intravenous Amiodarone and later intravenous Diltiazem .	intravenous diltiazem	[TREATMENT]	117_138	atrial fibrillation	[PROBLEM]	40_59
TeRP	0.9985	She was started on Levofloxacin but the patient became hypotensive at that point with blood pressure of 70/45 and received a normal saline bolus to boost her blood pressure to 99/60 ; however the patient was admitted to the Medical Intensive Care Unit for overnight observation because of her somnolence and hypotension .	blood pressure	[TEST]	86_100	hypotensive	[PROBLEM]	55_66
TrAP	0.9992	The patient required multiple blood transfusions for a low hematocrit .	multiple blood transfusions	[TREATMENT]	21_48	a low hematocrit	[PROBLEM]	53_69
TrAP	0.9989	Baby Girl Kathryn Frazier , triplet III , delivered at 32 - 5/7 weeks gestation was admitted to the newborn intensive care unit for management of prematurity .	management	[TREATMENT]	132_142	prematurity	[PROBLEM]	146_157
TeCP	0.9866	He also has a diagnosis of interstitial cystitis and more significantly has a history of coronary artery disease with a recent catheterization , supraventricular tachycardia , and a progressive mitochondrial myopathy .	a recent catheterization	[TEST]	118_142	coronary artery disease	[PROBLEM]	89_112
TeRP	0.9988	Review of bone windows demonstrates no skull bulge or skull base fracture .	review of bone windows	[TEST]	0_22	skull base fracture	[PROBLEM]	54_73
TrAP	0.9955	While the patient was in restraints , gentle hydration was initiated since p.o. intake was not adequate .	gentle hydration	[TREATMENT]	38_54	not adequate	[PROBLEM]	91_103
TeRP	0.9988	An ECHO showed that she had preserved EF and no wall motion abnormalities .	an echo	[TEST]	0_7	wall motion abnormalities	[PROBLEM]	48_73
TrAP	0.9991	Pt previously diagnosed with hepatorenal and was started on midodrine , octreotide and albumin ; these were	albumin	[TREATMENT]	87_94	hepatorenal	[PROBLEM]	29_40
TrAP	0.9987	A NG tube was placed for decompression given the signs of early obstruction the day of transfer .	a ng tube	[TREATMENT]	0_9	early obstruction	[PROBLEM]	58_75
TeRP	0.9988	Sputum culture as late as 2013-05-10 , however was still positive for coagulase positive Staphylococcus which was methicillin resistant Staphylococcus aureus .	sputum culture	[TEST]	0_14	coagulase positive staphylococcus	[PROBLEM]	70_103
TeCP	0.9920	A CT angiogram was ordered to evaluate for chronic thromboembolic disease as a potential cause of her pulmonary hypertension .	a ct angiogram	[TEST]	0_14	chronic thromboembolic disease	[PROBLEM]	43_73
TrCP	0.9914	Started Campath in July , 2001 , complicated by lymphopenia / neutropenia and CMV infection , and underwent MUD stem cell transplant in December , 2002 .	campath	[TREATMENT]	8_15	neutropenia	[PROBLEM]	62_73
TeRP	0.9989	A stat MRI was notable for multiple abnormal foci consistent with systemic emboli .	a stat mri	[TEST]	0_10	multiple abnormal foci	[PROBLEM]	27_49
PIP	0.9997	Echo did not reveal potential source of emboli , but showed striking left ventricle akinesis and hypokinesis presumbly due to past MI x 2 .	past mi	[PROBLEM]	126_133	hypokinesis	[PROBLEM]	97_108
TrAP	0.9986	Peri-Colace , two capsules PO b.i.d.; Dulcolax , 10 mg. PR q.day , p.r.n. constipation .	dulcolax	[TREATMENT]	38_46	constipation	[PROBLEM]	74_86
TeRP	0.9988	head , eyes , ears , nose and throat examination ; abrasions about his forehead , there was some minimal swelling associated .	head , eyes , ears , nose and throat examination	[TEST]	0_48	some minimal swelling	[PROBLEM]	92_113
TrAP	0.9989	Transverse colectomy for tumor .	transverse colectomy	[TREATMENT]	0_20	tumor	[PROBLEM]	25_30
TeRP	0.9983	The gastric biopsy and the serology were both negative for H. pylori .	the gastric biopsy	[TEST]	0_18	h. pylori	[PROBLEM]	59_68
TrAP	0.9991	11. Maalox 225-200 mg/5 mL Suspension Sig : Five ( 5 ) mL PO every six ( 6 ) hours as needed for indigestion .	maalox	[TREATMENT]	4_10	indigestion	[PROBLEM]	97_108
PIP	0.9997	He was essentially bed bound for 3 days prior to admission , unable to ambulate .	essentially bed bound	[PROBLEM]	7_28	unable to ambulate	[PROBLEM]	61_79
TeRP	0.9985	On arrival to Mass. Eye & Ear Infirmary , she was unresponsive with an oxygen saturation of 72% on 6 liters .	an oxygen saturation	[TEST]	68_88	unresponsive	[PROBLEM]	50_62
TrAP	0.9992	Patient should be kept euvolemic once peripheral edema resolves ( may use lasix to decrease edema ).	lasix	[TREATMENT]	74_79	edema	[PROBLEM]	92_97
TeRP	0.9982	Pt had HIDA scan which was negative for obstruction , and CT was unremarkable .	hida scan	[TEST]	7_16	obstruction	[PROBLEM]	40_51
TrAP	0.9984	Ulcerative Colitis w/ colostomy	colostomy	[TREATMENT]	22_31	ulcerative colitis	[PROBLEM]	0_18
TeRP	0.9989	Exploratory laparotomy revealed hemoperitonium and approximately 1 L of blood was evacuated .	exploratory laparotomy	[TEST]	0_22	hemoperitonium	[PROBLEM]	32_46
TrAP	0.9982	According to her guardian she was discharged to her NH for a few days after her pacer was placed 05-08 , which was complicated by a PTX requiring CT placement which had been d/c 'd in the hospital after resolution of her PTX .	ct placement	[TREATMENT]	146_158	a ptx	[PROBLEM]	130_135
TeRP	0.9989	The urinalysis revealed a specific gravity of 1.15 , pH 5.0 , and 4+ albumin , positive occult blood , with 0-5 granular casts and 5-10 RBCs and 3-5 WBCs .	the urinalysis	[TEST]	0_14	0-5 granular casts	[PROBLEM]	108_126
TrAP	0.9953	The patient was therefore completely cultured again and begun on antibiotic coverage which would take care of the Pseudomonas he was known to have .	antibiotic coverage	[TREATMENT]	65_84	the pseudomonas	[PROBLEM]	110_125
PIP	0.9997	The patient had lower extremity arterial non-invasive study which showed good arterial hemodynamics of the left lower extremity , perfusion to the TM level , but there was evidence of diabetic small vessel disease and spasm of his digits .	spasm of his digits	[PROBLEM]	218_237	diabetic small vessel disease	[PROBLEM]	184_213
TeRP	0.9988	A magnetic resonance imaging and magnetic resonance angiogram study was obtained , which showed no clear evidence of arterial dissections or infarction or other pathologic processes .	magnetic resonance angiogram study	[TEST]	33_67	other pathologic processes	[PROBLEM]	155_181
TeRP	0.9984	Her cardiac examination remained the same and there continued to be no evidence of tamponade .	her cardiac examination	[TEST]	0_23	tamponade	[PROBLEM]	83_92
TrCP	0.9929	There is a question of an allergy to Tylenol .	tylenol	[TREATMENT]	37_44	an allergy	[PROBLEM]	23_33
TrAP	0.9981	Recent UTI rx w/aztreonam	w/aztreonam	[TREATMENT]	14_25	recent uti	[PROBLEM]	0_10
TrAP	0.9991	She was hooked up with support services in Collot Ln , Dugo , Indiana 68961 for further counselling and given Xanax for symptoms of anxiety .	xanax	[TREATMENT]	110_115	anxiety	[PROBLEM]	132_139
TrCP	0.9928	No signs of infection presently , and tolerating dialysis without difficulty .	dialysis	[TREATMENT]	49_57	difficulty	[PROBLEM]	66_76
TeCP	0.9840	Echo , MRA ( r / o dissection ) , urine catecholamines and VMA .	mra	[TEST]	7_10	dissection	[PROBLEM]	19_29
TrAP	0.9989	- L hydroureter obstruction , s/p R ureteral stent 2016-03-24	r ureteral stent	[TREATMENT]	34_50	l hydroureter obstruction	[PROBLEM]	2_27
TeRP	0.9980	Is notable for an inferior myocardial infarction , restrictive and obstructive lung disease with an FEV1 of .9 and FVC of 1.34 and a moderate at best response to bronchodilators , and a negative sestamibi scan in May , 1999 apart from a severe fixed inferolateral defect , systolic dysfunction with recent echocardiography revealing an LVID of 62 mm. and ejection fraction of 28 percent , moderate mitral regurgitation and mild-to-moderate aortic stenosis with a peak gradient of 33 and a mean gradient of 19 and a valve area of 1.4 cm. squared .	recent echocardiography	[TEST]	299_322	moderate mitral regurgitation	[PROBLEM]	389_418
TeRP	0.9989	The electrocardiogram was normal sinus rhythm at 81 , with normal intervals and normal axis , had poor R-wave progression consistent with an old anterior myocardial infarction , had flipped T-waves in V1 through V5 , which were of no significant change since his last EKG on 5-25-93 .	the electrocardiogram	[TEST]	0_21	flipped t-waves in v1	[PROBLEM]	182_203
TeRP	0.9989	The patient was transfused two units and an esophagogastroduodenoscopy done where it showed gastritis , candidal esophagitis and portal hypertensive gastropathy without varices .	an esophagogastroduodenoscopy	[TEST]	41_70	varices	[PROBLEM]	169_176
TeRP	0.9987	The patient was observed in the CMED CSRU for 48 hours and noted to have decrease in swelling on serial exams .	serial exams	[TEST]	97_109	swelling	[PROBLEM]	85_93
TrAP	0.9982	Aortic arch aneurysm , status post aortic arch graft .	aortic arch graft	[TREATMENT]	35_52	aortic arch aneurysm	[PROBLEM]	0_20
TrCP	0.9934	He notes no tenderness , erythema , warmth or exudate from the passport site .	the passport site	[TREATMENT]	59_76	erythema	[PROBLEM]	25_33
PIP	0.9997	Once she was extubated , she was nauseated with emesis .	nauseated	[PROBLEM]	33_42	emesis	[PROBLEM]	48_54
TeCP	0.9830	An MRI of her C-spine was done to evaluate for ligamentous injury , but this was extremely limited examination due to patient motion and the signal in the spinal cord could not be adequately assessed for edema .	extremely limited examination	[TEST]	81_110	edema	[PROBLEM]	204_209
TeRP	0.9988	Examination showed a right upper mid small breast mass which was detected actually by Dr. Para .	examination	[TEST]	0_11	a right upper mid small breast mass	[PROBLEM]	19_54
TeRP	0.9989	A bronchoscopy showed a tracheoesophageal fistula with an opening into the trachea above the carina and no tumor in the right upper lobe .	a bronchoscopy	[TEST]	0_14	tumor in the right upper lobe	[PROBLEM]	107_136
TrCP	0.9902	Acute Interstitial Nephritis ( Oxacillin )	oxacillin	[TREATMENT]	31_40	acute interstitial nephritis	[PROBLEM]	0_28
PIP	0.9996	# n/v/ abdominal pain : pt with multiple admissions with similar complaints , etiology 02-08 gastroparesis , improves considerably with ativan , dilaudid , reglan , pt was tolerating PO meds / diet at time of admission to medical service and was restarted on oral reglan .	similar complaints	[PROBLEM]	57_75	n/v/	[PROBLEM]	2_6
TeRP	0.9988	2. Right renal cysts - lower pole cyst is unchanged from prior exam of 2010-10-25 and upper pole exophytic cyst was not previously seen sonStacy .	prior exam	[TEST]	57_67	lower pole cyst	[PROBLEM]	23_38
PIP	0.9997	Impression on the anterior aspect of the lower spinal cord at T11-12 by disc bulge .	impression on the anterior aspect of the lower spinal cord at t11-12	[PROBLEM]	0_68	disc bulge	[PROBLEM]	72_82
TeRP	0.9988	LFTs wre elevated at presentation .	lfts	[TEST]	0_4	elevated	[PROBLEM]	9_17
TrAP	0.9992	Her nausea was accompanied by abdominal pain for which she was treated with morphine .	morphine	[TREATMENT]	76_84	abdominal pain	[PROBLEM]	30_44
TeRP	0.9988	He did have some blood loss anemia with a hematocrit of 20.9 .	a hematocrit	[TEST]	40_52	some blood loss anemia	[PROBLEM]	12_34
TeRP	0.9989	Cardiac catheterization showed an ejection fraction of 50% , left ventricular end diastolic pressure of 20 , 90% left anterior descending lesion , 80% left circumflex lesion , 80% mid right coronary artery lesion and 80% distal right coronary artery lesion .	cardiac catheterization	[TEST]	0_23	80% left circumflex lesion	[PROBLEM]	147_173
TrAP	0.9987	The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	ativan	[TREATMENT]	60_66	discomfort	[PROBLEM]	101_111
